Month,site,specialty,AdmissionStatus,WeeksWaitCategory,PathwayCount
2023-12,QE,Gynae,Admitted,0-17 weeks,138
2023-12,QE,Gynae,Admitted,18-51 weeks,251
2023-12,QE,Gynae,Admitted,52+ weeks,132
2023-12,QE,Gynae,NonAdmitted,0-17 weeks,1808
2023-12,QE,Gynae,NonAdmitted,18-51 weeks,1065
2023-12,QE,Gynae,NonAdmitted,52+ weeks,107
2023-12,QE,Med Oncol,Admitted,0-17 weeks,10
2023-12,QE,Med Oncol,Admitted,18-51 weeks,2
2023-12,QE,Med Oncol,NonAdmitted,0-17 weeks,18
2023-12,QE,Med Oncol,NonAdmitted,18-51 weeks,3
2023-12,QE,Nephro,NonAdmitted,0-17 weeks,187
2023-12,QE,Nephro,NonAdmitted,18-51 weeks,31
2023-12,QE,Neuro,NonAdmitted,0-17 weeks,846
2023-12,QE,Neuro,NonAdmitted,18-51 weeks,940
2023-12,QE,Neuro,NonAdmitted,52+ weeks,37
2023-12,QE,Paed Cardio,NonAdmitted,0-17 weeks,9
2023-12,QE,Paed Cardio,NonAdmitted,18-51 weeks,11
2023-12,QE,Paed Cardio,NonAdmitted,52+ weeks,1
2023-12,QE,Paed Derm,NonAdmitted,0-17 weeks,200
2023-12,QE,Paed Derm,NonAdmitted,18-51 weeks,191
2023-12,QE,Paed Derm,NonAdmitted,52+ weeks,1
2023-12,QE,Paed Diab Med,NonAdmitted,0-17 weeks,7
2023-12,QE,Paed Endocrin,NonAdmitted,0-17 weeks,3
2023-12,QE,Paed Endocrin,NonAdmitted,18-51 weeks,8
2023-12,QE,Paed ENT,Admitted,0-17 weeks,16
2023-12,QE,Paed ENT,Admitted,18-51 weeks,60
2023-12,QE,Paed ENT,Admitted,52+ weeks,26
2023-12,QE,Paed ENT,NonAdmitted,0-17 weeks,651
2023-12,QE,Paed ENT,NonAdmitted,18-51 weeks,431
2023-12,QE,Paed ENT,NonAdmitted,52+ weeks,17
2023-12,QE,Paed Med Oncol,Admitted,0-17 weeks,2
2023-12,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,6
2023-12,QE,Paed Rheum,NonAdmitted,0-17 weeks,1
2023-12,QE,Paed Rheum,NonAdmitted,18-51 weeks,1
2023-12,QE,Paed Surg,Admitted,0-17 weeks,1
2023-12,QE,Paed Surg,NonAdmitted,0-17 weeks,9
2023-12,QE,Paed Surg,NonAdmitted,18-51 weeks,2
2023-12,QE,Paed T&O,Admitted,0-17 weeks,3
2023-12,QE,Paed T&O,Admitted,18-51 weeks,4
2023-12,QE,Paed T&O,Admitted,52+ weeks,1
2023-12,QE,Paed T&O,NonAdmitted,0-17 weeks,235
2023-12,QE,Paed T&O,NonAdmitted,18-51 weeks,227
2023-12,QE,Paed T&O,NonAdmitted,52+ weeks,17
2023-12,QE,Paediatrics,Admitted,0-17 weeks,10
2023-12,QE,Paediatrics,NonAdmitted,0-17 weeks,872
2023-12,QE,Paediatrics,NonAdmitted,18-51 weeks,303
2023-12,QE,Paediatrics,NonAdmitted,52+ weeks,2
2023-12,QE,Pain Manage,Admitted,0-17 weeks,62
2023-12,QE,Pain Manage,Admitted,18-51 weeks,50
2023-12,QE,Pain Manage,Admitted,52+ weeks,12
2023-12,QE,Pain Manage,NonAdmitted,0-17 weeks,294
2023-12,QE,Pain Manage,NonAdmitted,18-51 weeks,354
2023-12,QE,Pain Manage,NonAdmitted,52+ weeks,12
2023-12,QE,Physio,Admitted,0-17 weeks,9
2023-12,QE,Physio,Admitted,18-51 weeks,4
2023-12,QE,Physio,Admitted,52+ weeks,2
2023-12,QE,Physio,NonAdmitted,0-17 weeks,3
2023-12,QE,Physio,NonAdmitted,18-51 weeks,2
2023-12,QE,Plastics,Admitted,0-17 weeks,3
2023-12,QE,Plastics,Admitted,18-51 weeks,10
2023-12,QE,Plastics,NonAdmitted,0-17 weeks,7
2023-12,QE,Plastics,NonAdmitted,18-51 weeks,4
2023-12,QE,Plastics,NonAdmitted,52+ weeks,1
2023-12,QE,Resp Med,Admitted,0-17 weeks,25
2023-12,QE,Resp Med,Admitted,18-51 weeks,71
2023-12,QE,Resp Med,Admitted,52+ weeks,5
2023-12,QE,Resp Med,NonAdmitted,0-17 weeks,854
2023-12,QE,Resp Med,NonAdmitted,18-51 weeks,691
2023-12,QE,Resp Med,NonAdmitted,52+ weeks,10
2023-12,QE,Rheum,Admitted,0-17 weeks,3
2023-12,QE,Rheum,Admitted,18-51 weeks,3
2023-12,QE,Rheum,NonAdmitted,0-17 weeks,502
2023-12,QE,Rheum,NonAdmitted,18-51 weeks,187
2023-12,QE,Rheum,NonAdmitted,52+ weeks,6
2023-12,QE,T&O,Admitted,0-17 weeks,227
2023-12,QE,T&O,Admitted,18-51 weeks,308
2023-12,QE,T&O,Admitted,52+ weeks,35
2023-12,QE,T&O,NonAdmitted,0-17 weeks,903
2023-12,QE,T&O,NonAdmitted,18-51 weeks,343
2023-12,QE,T&O,NonAdmitted,52+ weeks,37
2023-12,QE,Upper Gast Surg,Admitted,0-17 weeks,3
2023-12,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,80
2023-12,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,29
2023-12,QE,Upper Gast Surg,NonAdmitted,52+ weeks,2
2023-12,QE,Urology,Admitted,0-17 weeks,109
2023-12,QE,Urology,Admitted,18-51 weeks,125
2023-12,QE,Urology,Admitted,52+ weeks,10
2023-12,QE,Urology,NonAdmitted,0-17 weeks,1087
2023-12,QE,Urology,NonAdmitted,18-51 weeks,602
2023-12,QE,Urology,NonAdmitted,52+ weeks,3
2023-12,QE,Vasc Surg,Admitted,52+ weeks,1
2023-12,QE,Vasc Surg,NonAdmitted,0-17 weeks,225
2023-12,QE,Vasc Surg,NonAdmitted,18-51 weeks,231
2023-12,QE,Vasc Surg,NonAdmitted,52+ weeks,9
2024-01,LH,A&E,NonAdmitted,0-17 weeks,1
2024-01,LH,Audiology,Admitted,18-51 weeks,1
2024-01,LH,Audiology,NonAdmitted,0-17 weeks,25
2024-01,LH,Audiology,NonAdmitted,18-51 weeks,9
2024-01,LH,Audiology,NonAdmitted,52+ weeks,4
2024-01,LH,Breast Surg,NonAdmitted,0-17 weeks,499
2024-01,LH,Breast Surg,NonAdmitted,18-51 weeks,42
2024-01,LH,Breast Surg,NonAdmitted,52+ weeks,3
2024-01,LH,Cardio,Admitted,0-17 weeks,7
2024-01,LH,Cardio,Admitted,18-51 weeks,3
2024-01,LH,Cardio,NonAdmitted,0-17 weeks,724
2024-01,LH,Cardio,NonAdmitted,18-51 weeks,956
2024-01,LH,Cardio,NonAdmitted,52+ weeks,70
2024-01,LH,Clin Haem,Admitted,0-17 weeks,14
2024-01,LH,Clin Haem,Admitted,18-51 weeks,4
2024-01,LH,Clin Haem,NonAdmitted,0-17 weeks,289
2024-01,LH,Clin Haem,NonAdmitted,18-51 weeks,89
2024-01,LH,Clin Haem,NonAdmitted,52+ weeks,4
2024-01,LH,Colorect Surg,Admitted,0-17 weeks,58
2024-01,LH,Colorect Surg,Admitted,18-51 weeks,17
2024-01,LH,Colorect Surg,Admitted,52+ weeks,10
2024-01,LH,Colorect Surg,NonAdmitted,0-17 weeks,192
2024-01,LH,Colorect Surg,NonAdmitted,18-51 weeks,24
2024-01,LH,Colorect Surg,NonAdmitted,52+ weeks,9
2024-01,LH,Derm,Admitted,0-17 weeks,87
2024-01,LH,Derm,Admitted,18-51 weeks,13
2024-01,LH,Derm,NonAdmitted,0-17 weeks,868
2024-01,LH,Derm,NonAdmitted,18-51 weeks,60
2024-01,LH,Derm,NonAdmitted,52+ weeks,1
2024-01,LH,Diabetic,Admitted,0-17 weeks,1
2024-01,LH,Diabetic,NonAdmitted,0-17 weeks,129
2024-01,LH,Diabetic,NonAdmitted,18-51 weeks,4
2024-01,LH,Endocrin,NonAdmitted,0-17 weeks,183
2024-01,LH,Endocrin,NonAdmitted,18-51 weeks,4
2024-01,LH,ENT,Admitted,0-17 weeks,353
2024-01,LH,ENT,Admitted,18-51 weeks,547
2024-01,LH,ENT,Admitted,52+ weeks,402
2024-01,LH,ENT,NonAdmitted,0-17 weeks,2848
2024-01,LH,ENT,NonAdmitted,18-51 weeks,3176
2024-01,LH,ENT,NonAdmitted,52+ weeks,505
2024-01,LH,Gastro,Admitted,0-17 weeks,305
2024-01,LH,Gastro,Admitted,18-51 weeks,57
2024-01,LH,Gastro,Admitted,52+ weeks,16
2024-01,LH,Gastro,NonAdmitted,0-17 weeks,1071
2024-01,LH,Gastro,NonAdmitted,18-51 weeks,788
2024-01,LH,Gastro,NonAdmitted,52+ weeks,44
2024-01,LH,Gen Med,Admitted,0-17 weeks,8
2024-01,LH,Gen Med,NonAdmitted,0-17 weeks,101
2024-01,LH,Gen Med,NonAdmitted,18-51 weeks,361
2024-01,LH,Gen Med,NonAdmitted,52+ weeks,2
2024-01,LH,Gen Surg,Admitted,0-17 weeks,195
2024-01,LH,Gen Surg,Admitted,18-51 weeks,465
2024-01,LH,Gen Surg,Admitted,52+ weeks,213
2024-01,LH,Gen Surg,NonAdmitted,0-17 weeks,882
2024-01,LH,Gen Surg,NonAdmitted,18-51 weeks,875
2024-01,LH,Gen Surg,NonAdmitted,52+ weeks,150
2024-01,LH,Geriatric Med,NonAdmitted,0-17 weeks,128
2024-01,LH,Geriatric Med,NonAdmitted,18-51 weeks,5
2024-01,LH,Gynae,Admitted,0-17 weeks,167
2024-01,LH,Gynae,Admitted,18-51 weeks,207
2024-01,LH,Gynae,Admitted,52+ weeks,60
2024-01,LH,Gynae,NonAdmitted,0-17 weeks,2012
2024-01,LH,Gynae,NonAdmitted,18-51 weeks,1041
2024-01,LH,Gynae,NonAdmitted,52+ weeks,49
2024-01,LH,Med Oncol,Admitted,0-17 weeks,29
2024-01,LH,Med Oncol,Admitted,18-51 weeks,3
2024-01,LH,Med Oncol,NonAdmitted,0-17 weeks,155
2024-01,LH,Med Oncol,NonAdmitted,18-51 weeks,5
2024-01,LH,Nephro,NonAdmitted,0-17 weeks,112
2024-01,LH,Nephro,NonAdmitted,18-51 weeks,33
2024-01,LH,Neuro,NonAdmitted,0-17 weeks,822
2024-01,LH,Neuro,NonAdmitted,18-51 weeks,1025
2024-01,LH,Neuro,NonAdmitted,52+ weeks,101
2024-01,LH,Paed Cardio,NonAdmitted,0-17 weeks,89
2024-01,LH,Paed Cardio,NonAdmitted,18-51 weeks,46
2024-01,LH,Paed Cardio,NonAdmitted,52+ weeks,4
2024-01,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,5
2024-01,LH,Paed Clin Haem,NonAdmitted,18-51 weeks,1
2024-01,LH,Paed Derm,Admitted,0-17 weeks,1
2024-01,LH,Paed Derm,NonAdmitted,0-17 weeks,162
2024-01,LH,Paed Derm,NonAdmitted,18-51 weeks,11
2024-01,LH,Paed Endocrin,NonAdmitted,0-17 weeks,12
2024-01,LH,Paed Endocrin,NonAdmitted,18-51 weeks,1
2024-01,LH,Paed ENT,Admitted,0-17 weeks,123
2024-01,LH,Paed ENT,Admitted,18-51 weeks,350
2024-01,LH,Paed ENT,Admitted,52+ weeks,282
2024-01,LH,Paed ENT,NonAdmitted,0-17 weeks,478
2024-01,LH,Paed ENT,NonAdmitted,18-51 weeks,528
2024-01,LH,Paed ENT,NonAdmitted,52+ weeks,110
2024-01,LH,Paed Gastro,NonAdmitted,0-17 weeks,43
2024-01,LH,Paed Gastro,NonAdmitted,18-51 weeks,6
2024-01,LH,Paed Ophthal,NonAdmitted,0-17 weeks,134
2024-01,LH,Paed Ophthal,NonAdmitted,18-51 weeks,45
2024-01,LH,Paed Ophthal,NonAdmitted,52+ weeks,1
2024-01,LH,Paed Rheum,NonAdmitted,0-17 weeks,37
2024-01,LH,Paed Rheum,NonAdmitted,18-51 weeks,19
2024-01,LH,Paed Rheum,NonAdmitted,52+ weeks,2
2024-01,LH,Paed Surg,Admitted,0-17 weeks,71
2024-01,LH,Paed Surg,Admitted,18-51 weeks,26
2024-01,LH,Paed Surg,Admitted,52+ weeks,1
2024-01,LH,Paed Surg,NonAdmitted,0-17 weeks,133
2024-01,LH,Paed Surg,NonAdmitted,18-51 weeks,12
2024-01,LH,Paed T&O,Admitted,0-17 weeks,3
2024-01,LH,Paed T&O,Admitted,18-51 weeks,2
2024-01,LH,Paediatrics,NonAdmitted,0-17 weeks,699
2024-01,LH,Paediatrics,NonAdmitted,18-51 weeks,221
2024-01,LH,Paediatrics,NonAdmitted,52+ weeks,5
2024-01,LH,Pain Manage,Admitted,0-17 weeks,23
2024-01,LH,Pain Manage,Admitted,18-51 weeks,29
2024-01,LH,Pain Manage,Admitted,52+ weeks,3
2024-01,LH,Pain Manage,NonAdmitted,0-17 weeks,387
2024-01,LH,Pain Manage,NonAdmitted,18-51 weeks,444
2024-01,LH,Pain Manage,NonAdmitted,52+ weeks,6
2024-01,LH,Physio,Admitted,0-17 weeks,16
2024-01,LH,Physio,Admitted,18-51 weeks,11
2024-01,LH,Physio,Admitted,52+ weeks,1
2024-01,LH,Physio,NonAdmitted,0-17 weeks,20
2024-01,LH,Physio,NonAdmitted,18-51 weeks,10
2024-01,LH,Physio,NonAdmitted,52+ weeks,2
2024-01,LH,Podiatric Surgery,Admitted,0-17 weeks,1
2024-01,LH,Podiatric Surgery,Admitted,18-51 weeks,8
2024-01,LH,Podiatric Surgery,Admitted,52+ weeks,1
2024-01,LH,Podiatric Surgery,NonAdmitted,18-51 weeks,3
2024-01,LH,Podiatric Surgery,NonAdmitted,52+ weeks,1
2024-01,LH,Resp Med,Admitted,0-17 weeks,4
2024-01,LH,Resp Med,NonAdmitted,0-17 weeks,346
2024-01,LH,Resp Med,NonAdmitted,18-51 weeks,83
2024-01,LH,Rheum,Admitted,0-17 weeks,5
2024-01,LH,Rheum,Admitted,18-51 weeks,10
2024-01,LH,Rheum,Admitted,52+ weeks,5
2024-01,LH,Rheum,NonAdmitted,0-17 weeks,267
2024-01,LH,Rheum,NonAdmitted,18-51 weeks,7
2024-01,LH,Speech and language,Admitted,18-51 weeks,1
2024-01,LH,T&O,Admitted,0-17 weeks,412
2024-01,LH,T&O,Admitted,18-51 weeks,704
2024-01,LH,T&O,Admitted,52+ weeks,189
2024-01,LH,T&O,NonAdmitted,0-17 weeks,1440
2024-01,LH,T&O,NonAdmitted,18-51 weeks,787
2024-01,LH,T&O,NonAdmitted,52+ weeks,117
2024-01,LH,Upper Gast Surg,Admitted,0-17 weeks,19
2024-01,LH,Upper Gast Surg,Admitted,18-51 weeks,7
2024-01,LH,Upper Gast Surg,NonAdmitted,0-17 weeks,170
2024-01,LH,Upper Gast Surg,NonAdmitted,18-51 weeks,65
2024-01,LH,Upper Gast Surg,NonAdmitted,52+ weeks,2
2024-01,LH,Urology,Admitted,0-17 weeks,72
2024-01,LH,Urology,Admitted,18-51 weeks,56
2024-01,LH,Urology,Admitted,52+ weeks,9
2024-01,LH,Urology,NonAdmitted,0-17 weeks,9
2024-01,LH,Urology,NonAdmitted,18-51 weeks,4
2024-01,LH,Urology,NonAdmitted,52+ weeks,3
2024-01,LH,Vasc Surg,Admitted,0-17 weeks,36
2024-01,LH,Vasc Surg,Admitted,18-51 weeks,57
2024-01,LH,Vasc Surg,Admitted,52+ weeks,67
2024-01,LH,Vasc Surg,NonAdmitted,0-17 weeks,366
2024-01,LH,Vasc Surg,NonAdmitted,18-51 weeks,649
2024-01,LH,Vasc Surg,NonAdmitted,52+ weeks,32
2024-01,LHC,Community Paeds,NonAdmitted,0-17 weeks,105
2024-01,QE,Audiology,NonAdmitted,0-17 weeks,16
2024-01,QE,Audiology,NonAdmitted,18-51 weeks,1
2024-01,QE,Audiology,NonAdmitted,52+ weeks,1
2024-01,QE,Breast Surg,Admitted,0-17 weeks,15
2024-01,QE,Breast Surg,Admitted,18-51 weeks,2
2024-01,QE,Breast Surg,NonAdmitted,0-17 weeks,268
2024-01,QE,Breast Surg,NonAdmitted,18-51 weeks,20
2024-01,QE,Breast Surg,NonAdmitted,52+ weeks,1
2024-01,QE,Cardio,Admitted,0-17 weeks,65
2024-01,QE,Cardio,Admitted,18-51 weeks,34
2024-01,QE,Cardio,Admitted,52+ weeks,2
2024-01,QE,Cardio,NonAdmitted,0-17 weeks,1128
2024-01,QE,Cardio,NonAdmitted,18-51 weeks,612
2024-01,QE,Cardio,NonAdmitted,52+ weeks,26
2024-01,QE,Clin Haem,Admitted,0-17 weeks,10
2024-01,QE,Clin Haem,Admitted,18-51 weeks,7
2024-01,QE,Clin Haem,NonAdmitted,0-17 weeks,153
2024-01,QE,Clin Haem,NonAdmitted,18-51 weeks,237
2024-01,QE,Clin Haem,NonAdmitted,52+ weeks,12
2024-01,QE,Colorect Surg,Admitted,0-17 weeks,144
2024-01,QE,Colorect Surg,Admitted,18-51 weeks,70
2024-01,QE,Colorect Surg,Admitted,52+ weeks,27
2024-01,QE,Colorect Surg,NonAdmitted,0-17 weeks,776
2024-01,QE,Colorect Surg,NonAdmitted,18-51 weeks,553
2024-01,QE,Colorect Surg,NonAdmitted,52+ weeks,46
2024-01,QE,Derm,Admitted,18-51 weeks,1
2024-01,QE,Derm,NonAdmitted,0-17 weeks,1614
2024-01,QE,Derm,NonAdmitted,18-51 weeks,1026
2024-01,QE,Derm,NonAdmitted,52+ weeks,34
2024-01,QE,Diabetic,NonAdmitted,0-17 weeks,90
2024-01,QE,Diabetic,NonAdmitted,18-51 weeks,7
2024-01,QE,Endocrin,NonAdmitted,0-17 weeks,316
2024-01,QE,Endocrin,NonAdmitted,18-51 weeks,20
2024-01,QE,ENT,Admitted,0-17 weeks,19
2024-01,QE,ENT,Admitted,18-51 weeks,33
2024-01,QE,ENT,Admitted,52+ weeks,8
2024-01,QE,ENT,NonAdmitted,0-17 weeks,1698
2024-01,QE,ENT,NonAdmitted,18-51 weeks,1824
2024-01,QE,ENT,NonAdmitted,52+ weeks,37
2024-01,QE,Gastro,Admitted,0-17 weeks,131
2024-01,QE,Gastro,Admitted,18-51 weeks,47
2024-01,QE,Gastro,Admitted,52+ weeks,7
2024-01,QE,Gastro,NonAdmitted,0-17 weeks,1283
2024-01,QE,Gastro,NonAdmitted,18-51 weeks,1027
2024-01,QE,Gastro,NonAdmitted,52+ weeks,18
2024-01,QE,Gen Med,Admitted,0-17 weeks,2
2024-01,QE,Gen Med,Admitted,18-51 weeks,1
2024-01,QE,Gen Med,NonAdmitted,0-17 weeks,222
2024-01,QE,Gen Med,NonAdmitted,18-51 weeks,11
2024-01,QE,Gen Med,NonAdmitted,52+ weeks,1
2024-01,QE,Gen Surg,Admitted,0-17 weeks,235
2024-01,QE,Gen Surg,Admitted,18-51 weeks,279
2024-01,QE,Gen Surg,Admitted,52+ weeks,90
2024-01,QE,Gen Surg,NonAdmitted,0-17 weeks,416
2024-01,QE,Gen Surg,NonAdmitted,18-51 weeks,605
2024-01,QE,Gen Surg,NonAdmitted,52+ weeks,96
2024-01,QE,Geriatric Med,NonAdmitted,0-17 weeks,3
2024-01,QE,Gynae,Admitted,0-17 weeks,127
2024-01,QE,Gynae,Admitted,18-51 weeks,232
2024-01,QE,Gynae,Admitted,52+ weeks,124
2024-01,QE,Gynae,NonAdmitted,0-17 weeks,1718
2024-01,QE,Gynae,NonAdmitted,18-51 weeks,1112
2024-01,QE,Gynae,NonAdmitted,52+ weeks,105
2024-01,QE,Med Oncol,Admitted,0-17 weeks,15
2024-01,QE,Med Oncol,NonAdmitted,0-17 weeks,25
2024-01,QE,Nephro,NonAdmitted,0-17 weeks,188
2024-01,QE,Nephro,NonAdmitted,18-51 weeks,40
2024-01,QE,Neuro,NonAdmitted,0-17 weeks,862
2024-01,QE,Neuro,NonAdmitted,18-51 weeks,939
2024-01,QE,Neuro,NonAdmitted,52+ weeks,59
2024-01,QE,Paed Cardio,NonAdmitted,0-17 weeks,10
2024-01,QE,Paed Cardio,NonAdmitted,18-51 weeks,9
2024-01,QE,Paed Cardio,NonAdmitted,52+ weeks,1
2024-01,QE,Paed Clin Haem,NonAdmitted,0-17 weeks,2
2024-01,QE,Paed Derm,NonAdmitted,0-17 weeks,189
2024-01,QE,Paed Derm,NonAdmitted,18-51 weeks,191
2024-01,QE,Paed Derm,NonAdmitted,52+ weeks,2
2024-01,QE,Paed Diab Med,NonAdmitted,0-17 weeks,18
2024-01,QE,Paed Endocrin,NonAdmitted,0-17 weeks,6
2024-01,QE,Paed Endocrin,NonAdmitted,18-51 weeks,8
2024-01,QE,Paed ENT,Admitted,0-17 weeks,17
2024-01,QE,Paed ENT,Admitted,18-51 weeks,47
2024-01,QE,Paed ENT,Admitted,52+ weeks,38
2024-01,QE,Paed ENT,NonAdmitted,0-17 weeks,738
2024-01,QE,Paed ENT,NonAdmitted,18-51 weeks,473
2024-01,QE,Paed ENT,NonAdmitted,52+ weeks,16
2024-01,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,8
2024-01,QE,Paed Surg,Admitted,0-17 weeks,1
2024-01,QE,Paed Surg,NonAdmitted,0-17 weeks,2
2024-01,QE,Paed Surg,NonAdmitted,18-51 weeks,2
2024-01,QE,Paed T&O,Admitted,0-17 weeks,4
2024-01,QE,Paed T&O,Admitted,18-51 weeks,4
2024-01,QE,Paed T&O,Admitted,52+ weeks,1
2024-01,QE,Paed T&O,NonAdmitted,0-17 weeks,228
2024-01,QE,Paed T&O,NonAdmitted,18-51 weeks,237
2024-01,QE,Paed T&O,NonAdmitted,52+ weeks,20
2024-01,QE,Paediatrics,Admitted,0-17 weeks,11
2024-01,QE,Paediatrics,NonAdmitted,0-17 weeks,936
2024-01,QE,Paediatrics,NonAdmitted,18-51 weeks,277
2024-01,QE,Paediatrics,NonAdmitted,52+ weeks,2
2024-01,QE,Pain Manage,Admitted,0-17 weeks,53
2024-01,QE,Pain Manage,Admitted,18-51 weeks,53
2024-01,QE,Pain Manage,Admitted,52+ weeks,5
2024-01,QE,Pain Manage,NonAdmitted,0-17 weeks,295
2024-01,QE,Pain Manage,NonAdmitted,18-51 weeks,363
2024-01,QE,Pain Manage,NonAdmitted,52+ weeks,12
2024-01,QE,Physio,Admitted,0-17 weeks,7
2024-01,QE,Physio,Admitted,18-51 weeks,6
2024-01,QE,Physio,Admitted,52+ weeks,2
2024-01,QE,Physio,NonAdmitted,0-17 weeks,3
2024-01,QE,Plastics,Admitted,0-17 weeks,1
2024-01,QE,Plastics,Admitted,18-51 weeks,10
2024-01,QE,Plastics,Admitted,52+ weeks,1
2024-01,QE,Plastics,NonAdmitted,0-17 weeks,5
2024-01,QE,Plastics,NonAdmitted,18-51 weeks,6
2024-01,QE,Resp Med,Admitted,0-17 weeks,31
2024-01,QE,Resp Med,Admitted,18-51 weeks,66
2024-01,QE,Resp Med,Admitted,52+ weeks,3
2024-01,QE,Resp Med,NonAdmitted,0-17 weeks,882
2024-01,QE,Resp Med,NonAdmitted,18-51 weeks,672
2024-01,QE,Resp Med,NonAdmitted,52+ weeks,27
2024-01,QE,Rheum,Admitted,0-17 weeks,3
2024-01,QE,Rheum,Admitted,18-51 weeks,5
2024-01,QE,Rheum,NonAdmitted,0-17 weeks,480
2024-01,QE,Rheum,NonAdmitted,18-51 weeks,198
2024-01,QE,Rheum,NonAdmitted,52+ weeks,7
2024-01,QE,T&O,Admitted,0-17 weeks,229
2024-01,QE,T&O,Admitted,18-51 weeks,311
2024-01,QE,T&O,Admitted,52+ weeks,28
2024-01,QE,T&O,NonAdmitted,0-17 weeks,839
2024-01,QE,T&O,NonAdmitted,18-51 weeks,391
2024-01,QE,T&O,NonAdmitted,52+ weeks,48
2024-01,QE,Upper Gast Surg,Admitted,0-17 weeks,3
2024-01,QE,Upper Gast Surg,Admitted,18-51 weeks,1
2024-01,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,70
2024-01,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,27
2024-01,QE,Upper Gast Surg,NonAdmitted,52+ weeks,1
2024-01,QE,Urology,Admitted,0-17 weeks,105
2024-01,QE,Urology,Admitted,18-51 weeks,120
2024-01,QE,Urology,Admitted,52+ weeks,5
2024-01,QE,Urology,NonAdmitted,0-17 weeks,1065
2024-01,QE,Urology,NonAdmitted,18-51 weeks,605
2024-01,QE,Urology,NonAdmitted,52+ weeks,2
2024-01,QE,Vasc Surg,Admitted,52+ weeks,2
2024-01,QE,Vasc Surg,NonAdmitted,0-17 weeks,218
2024-01,QE,Vasc Surg,NonAdmitted,18-51 weeks,244
2024-01,QE,Vasc Surg,NonAdmitted,52+ weeks,4
2024-02,LH,A&E,NonAdmitted,0-17 weeks,3
2024-02,LH,Audiology,NonAdmitted,0-17 weeks,21
2024-02,LH,Audiology,NonAdmitted,18-51 weeks,10
2024-02,LH,Audiology,NonAdmitted,52+ weeks,5
2024-02,LH,Breast Surg,NonAdmitted,0-17 weeks,404
2024-02,LH,Breast Surg,NonAdmitted,18-51 weeks,40
2024-02,LH,Breast Surg,NonAdmitted,52+ weeks,2
2024-02,LH,Cardio,Admitted,0-17 weeks,12
2024-02,LH,Cardio,Admitted,18-51 weeks,2
2024-02,LH,Cardio,NonAdmitted,0-17 weeks,715
2024-02,LH,Cardio,NonAdmitted,18-51 weeks,902
2024-02,LH,Cardio,NonAdmitted,52+ weeks,62
2024-02,LH,Clin Haem,Admitted,0-17 weeks,17
2024-02,LH,Clin Haem,Admitted,18-51 weeks,2
2024-02,LH,Clin Haem,NonAdmitted,0-17 weeks,269
2024-02,LH,Clin Haem,NonAdmitted,18-51 weeks,87
2024-02,LH,Clin Haem,NonAdmitted,52+ weeks,5
2024-02,LH,Colorect Surg,Admitted,0-17 weeks,46
2024-02,LH,Colorect Surg,Admitted,18-51 weeks,11
2024-02,LH,Colorect Surg,Admitted,52+ weeks,6
2024-02,LH,Colorect Surg,NonAdmitted,0-17 weeks,210
2024-02,LH,Colorect Surg,NonAdmitted,18-51 weeks,20
2024-02,LH,Colorect Surg,NonAdmitted,52+ weeks,7
2024-02,LH,Derm,Admitted,0-17 weeks,91
2024-02,LH,Derm,Admitted,18-51 weeks,8
2024-02,LH,Derm,NonAdmitted,0-17 weeks,909
2024-02,LH,Derm,NonAdmitted,18-51 weeks,41
2024-02,LH,Diabetic,Admitted,18-51 weeks,1
2024-02,LH,Diabetic,NonAdmitted,0-17 weeks,93
2024-02,LH,Diabetic,NonAdmitted,18-51 weeks,9
2024-02,LH,Endocrin,NonAdmitted,0-17 weeks,200
2024-02,LH,Endocrin,NonAdmitted,18-51 weeks,11
2024-02,LH,ENT,Admitted,0-17 weeks,362
2024-02,LH,ENT,Admitted,18-51 weeks,536
2024-02,LH,ENT,Admitted,52+ weeks,363
2024-02,LH,ENT,NonAdmitted,0-17 weeks,2809
2024-02,LH,ENT,NonAdmitted,18-51 weeks,3256
2024-02,LH,ENT,NonAdmitted,52+ weeks,529
2024-02,LH,Gastro,Admitted,0-17 weeks,370
2024-02,LH,Gastro,Admitted,18-51 weeks,65
2024-02,LH,Gastro,Admitted,52+ weeks,7
2024-02,LH,Gastro,NonAdmitted,0-17 weeks,1163
2024-02,LH,Gastro,NonAdmitted,18-51 weeks,814
2024-02,LH,Gastro,NonAdmitted,52+ weeks,70
2024-02,LH,Gen Med,Admitted,0-17 weeks,4
2024-02,LH,Gen Med,Admitted,18-51 weeks,1
2024-02,LH,Gen Med,NonAdmitted,0-17 weeks,60
2024-02,LH,Gen Med,NonAdmitted,18-51 weeks,314
2024-02,LH,Gen Med,NonAdmitted,52+ weeks,1
2024-02,LH,Gen Surg,Admitted,0-17 weeks,205
2024-02,LH,Gen Surg,Admitted,18-51 weeks,494
2024-02,LH,Gen Surg,Admitted,52+ weeks,160
2024-02,LH,Gen Surg,NonAdmitted,0-17 weeks,904
2024-02,LH,Gen Surg,NonAdmitted,18-51 weeks,876
